image,folder,gt_disease,gt_severity,cnn_pred_class,cnn_confidence,fuzzy_disease,fuzzy_vsi_raw,fuzzy_severity,fuzzy_alert,uncertainty,diag_confidence,correct_severity,correct_disease,inference_mode
BLAST1_024.jpg,Severe Blast,Blast,Severe,Severe Blast,0.9114,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST1_033.JPG,Severe Blast,Blast,Severe,Severe Blast,0.7469,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),92.41,True,True,AI_CONFIDENT
BLAST1_034.jpg,Severe Blast,Blast,Severe,Severe Blast,0.9537,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST1_035.JPG,Severe Blast,Blast,Severe,Severe Blast,0.7391,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),91.67,True,True,AI_CONFIDENT
BLAST1_036.jpg,Severe Blast,Blast,Severe,Severe Blast,0.9809,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST1_037.JPG,Severe Blast,Blast,Severe,Severe Blast,0.7398,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST1_038.jpg,Severe Blast,Blast,Severe,Severe Blast,0.8171,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST1_039.JPG,Severe Blast,Blast,Severe,Severe Blast,0.6279,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Medium (Trung bình),79.42,True,True,AI_CONFIDENT
BLAST1_040.jpg,Severe Blast,Blast,Severe,Severe Blast,0.9732,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST1_041.JPG,Severe Blast,Blast,Severe,Severe Blast,0.7295,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST1_042.jpg,Severe Blast,Blast,Severe,Severe Blast,0.9929,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST1_043.JPG,Severe Blast,Blast,Severe,Severe Blast,0.6615,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Medium (Trung bình),82.71,True,True,AI_CONFIDENT
BROWNSPOT7_097.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.9985,Brownspot,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT7_098.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.9803,Brownspot,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT7_099.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.9661,Brownspot,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT7_100.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.9545,Brownspot,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT7_101.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.8373,Brownspot,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT7_102.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.5225,Brownspot,Moderate (Trung bình),Mild,Attention (Chú ý),High (Cao),41.51,False,True,AI_CONFIDENT
BROWNSPOT7_104.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.7229,Brownspot,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Medium (Trung bình),86.89,True,True,AI_CONFIDENT
BROWNSPOT7_107.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.9744,Brownspot,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT7_108.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.5679,Brownspot,Moderate (Trung bình),Mild,Attention (Chú ý),Medium (Trung bình),67.29,False,True,AI_CONFIDENT
BROWNSPOT7_109.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.9495,Brownspot,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT7_110.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.8614,Brownspot,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT7_172.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.8218,Brownspot,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT7_190.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.6432,Brownspot,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Medium (Trung bình),76.72,True,True,AI_CONFIDENT
BROWNSPOT7_194.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.9361,Brownspot,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT7_195.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.9213,Brownspot,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT7_196.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.9861,Brownspot,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT7_197.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.9351,Brownspot,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT7_198.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.966,Brownspot,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT7_199.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.8136,Brownspot,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT7_200.jpg,Severe Brownspot,Brownspot,Severe,Severe Brownspot,0.5466,Brownspot,Moderate (Trung bình),Mild,Attention (Chú ý),Medium (Trung bình),52.06,False,True,AI_CONFIDENT
TUNGRO5_105.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.9851,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_106.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.9716,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_107.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.9195,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_110.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.972,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_115.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.8633,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_116.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.883,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_156.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.926,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_157.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.9429,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_158.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.8978,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_161.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.8306,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_162.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.7961,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_164.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.8651,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_165.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.7259,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_166.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.7614,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_59.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.8637,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_60.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.8104,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_63.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.8463,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_64.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.7059,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_65.jpg,Severe Tungro,Tungro,Severe,Severe Tungro,0.8965,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_78.JPG,Severe Tungro,Tungro,Severe,Severe Tungro,0.6126,Tungro,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Medium (Trung bình),67.04,True,True,AI_CONFIDENT
